id,position,country,jurisdiction,deputy,list,start,end,before,after,enwiki
Q19058485,President of Djibouti,Q977,Q977,,Q1797445,,,,,
Q30100591,Prime Minister of Djibouti,Q977,Q977,,Q3049866,1977-06-27,,,,
Q110572981,Minister of Agriculture,Q977,Q977,,,,,,,
Q110572972,Minister of Budget,Q977,Q977,,,,,,,
Q110572989,Minister of the City,Q977,Q977,,,,,,,
Q110572991,Minister of Commerce and Tourism,Q977,Q977,,,,,,,
Q110572990,Minister of Communication,Q977,Q977,,,,,,,
Q100269599,Defence Minister of Djibouti,Q977,,,,,,,,
Q110572914,Minister of Economy and Finance,Q977,Q977,,,,,,,
Q110572985,Minister of Energy,Q977,Q977,,,,,,,
Q110572988,Minister of the Environment,Q977,Q977,,,,,,,
Q19901417,Minister of Foreign Affairs,Q977,Q977,,,,,,,Minister of Foreign Affairs (Djibouti)
Q110572973,Minister of Health,Q977,Q977,,,,,,,
Q110572976,Minister of Higher Education,Q977,Q977,,,,,,,
Q110572982,Minsiter of Infrastructure and Equipment,Q977,Q977,,,,,,,
Q110572962,Minister of the Interior,Q977,Q977,,,,,,,
Q110573451,Minister of Justice,Q977,Q977,,,,,,,
Q110572987,Minister of Labour,Q977,Q977,,,,,,,
Q110572983,Minister of Muslim Affairs,Q977,Q977,,,,,,,
Q110572974,Minister of National Education,Q977,Q977,,,,,,,
Q110572984,Minister of Social Affairs,Q977,Q977,,,,,,,
Q110572978,Minister of Women and Family,Q977,Q977,,,,,,,
Q110572992,Minister of Youth and Culture,Q977,Q977,,,,,,,
Q110572994,Minister Delegate responsible for Decentralization,Q977,Q977,,,,,,,
Q110572997,Minister Delegate reponsiblse for the Digial Economy and Innovation,Q977,Q977,,,,,,,
Q110572999,State Secretary for Invements,Q977,Q977,,,,,,,
Q110573002,State Secretary for Sports,Q977,Q977,,,,,,,
Q110573551,Speaker of the National Assembly,,,,,,,,,
Q110573631,Governor of the Central Bank of Djibouti,Q977,,,,,,,,
